ID;RegioS;Perioden;Mannen_2;Vrouwen_3;TotaalMetMigratieachtergrond_35;Bevolkingsdichtheid_57;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;TypeEenpersoonshuishouden_133;TypeEenoudergezin_134;TypePaarZonderKind_135;TypePaarMetKindEren_136;BronInkomenAlsWerknemer_137;BronInkomenAlsZelfstandige_138;Werkloosheid_155
8900;GM0526;2019JJ00;;;;;;;;;;;;;;;;
8926;GM0917;2017JJ00;43290;43899;24517;1939;    46.0;    52.8;     1.3;    51.7;    44.2;    21.6;    20.9;    29.0;    28.5;    28.3;    35.2;1640
8927;GM0917;2018JJ00;43100;43662;24583;1931;    46.3;    52.4;     1.3;    52.5;    44.1;    21.8;    21.2;    29.0;    29.2;    28.4;    36.8;1410
8928;GM0917;2019JJ00;43082;43750;24873;1932;    47.0;    52.8;     0.3;    52.6;    44.2;    22.9;    22.3;    30.9;    30.8;    29.6;    41.3;1290
8954;GM0791;2017JJ00;;;;;;;;;;;;;;;;
8955;GM0791;2018JJ00;;;;;;;;;;;;;;;;
8956;GM0791;2019JJ00;;;;;;;;;;;;;;;;
8982;GM0793;2017JJ00;;;;;;;;;;;;;;;;
8983;GM0793;2018JJ00;;;;;;;;;;;;;;;;
8984;GM0793;2019JJ00;;;;;;;;;;;;;;;;
9010;GM1658;2017JJ00;7974;7740;1545;151;    74.2;    24.3;     1.5;     5.4;     6.5;    27.6;    28.8;    37.1;    38.0;    36.0;    45.1;220
9011;GM1658;2018JJ00;8028;7858;1614;153;    76.5;    22.2;     1.3;     5.4;     6.6;    27.9;    29.8;    36.3;    38.4;    36.4;    46.0;200
9012;GM1658;2019JJ00;8059;7905;1701;153;    77.1;    22.1;     0.8;     5.5;     6.6;    30.1;    31.3;    42.9;    41.3;    38.2;    62.5;180
9038;GM0399;2017JJ00;11309;11548;2815;1222;    70.3;    28.3;     1.4;     5.5;    10.2;    27.1;    28.1;    38.7;    39.1;    36.3;    43.8;350
9039;GM0399;2018JJ00;11421;11678;2878;1235;    71.4;    27.0;     1.6;     5.7;    10.3;    27.9;    28.2;    38.1;    40.4;    36.8;    48.3;290
9040;GM0399;2019JJ00;11585;11879;2970;1255;    73.0;    26.9;     0.1;     5.8;    10.5;    28.5;    30.1;    42.0;    44.5;    38.5;    57.0;250
9066;GM0162;2017JJ00;;;;;;;;;;;;;;;;
9067;GM0162;2018JJ00;;;;;;;;;;;;;;;;
9068;GM0162;2019JJ00;;;;;;;;;;;;;;;;
9094;GM0918;2017JJ00;;;;;;;;;;;;;;;;
9095;GM0918;2018JJ00;;;;;;;;;;;;;;;;
9096;GM0918;2019JJ00;;;;;;;;;;;;;;;;
9122;GM0400;2017JJ00;27750;28270;10928;1242;    52.4;    46.5;     1.2;    28.2;    26.4;    22.9;    21.1;    30.1;    30.1;    29.7;    37.4;900
9123;GM0400;2018JJ00;27550;28210;10887;1232;    53.1;    45.8;     1.1;    28.2;    26.4;    23.4;    21.8;    30.1;    30.3;    29.9;    38.5;740
9124;GM0400;2019JJ00;27481;28123;10941;1229;    54.0;    46.0;     0.0;    28.6;    26.5;    24.5;    23.1;    31.7;    32.3;    31.2;    41.8;560
9150;GM0163;2017JJ00;17892;17880;2372;259;    70.3;    29.3;     0.3;    12.5;    14.4;    24.3;    24.5;    31.3;    32.1;    30.6;    44.1;610
9151;GM0163;2018JJ00;17860;17936;2404;260;    72.1;    27.6;     0.4;    12.7;    14.5;    24.3;    25.5;    31.0;    32.3;    31.0;    44.0;460
9152;GM0163;2019JJ00;17885;17923;2493;260;    72.4;    27.3;     0.3;    12.4;    14.6;    25.4;    27.0;    33.3;    34.8;    32.2;    50.8;400
9178;GM0530;2017JJ00;19161;19561;6984;1230;    64.6;    35.3;     0.1;     8.3;    17.2;    25.4;    23.7;    34.3;    33.6;    33.6;    41.0;720
9179;GM0530;2018JJ00;19793;20199;7265;973;    65.0;    34.9;     0.1;     9.1;    17.8;    26.2;    24.8;    34.0;    34.1;    33.9;    42.1;620
9180;GM0530;2019JJ00;19819;20230;7486;975;    65.9;    34.1;     0.1;     8.9;    17.8;    27.6;    25.7;    36.1;    36.0;    35.1;    46.7;480
9206;GM0794;2017JJ00;45636;44966;23048;1703;    52.8;    47.2;     0.1;    46.3;    39.4;    22.6;    22.0;    30.9;    31.2;    29.8;    38.6;1840
9207;GM0794;2018JJ00;45819;45084;23799;1709;    53.5;    46.4;     0.2;    46.7;    39.7;    23.0;    22.6;    30.7;    31.5;    30.3;    39.5;1550
9208;GM0794;2019JJ00;46222;45302;24646;1721;    53.9;    46.1;     0.1;    46.9;    40.2;    24.3;    23.9;    33.5;    34.5;    31.6;    45.9;1540
9234;GM0795;2017JJ00;;;;;;;;;;;;;;;;
9235;GM0795;2018JJ00;;;;;;;;;;;;;;;;
9236;GM0795;2019JJ00;;;;;;;;;;;;;;;;
9262;GM0531;2017JJ00;14649;15082;4079;2801;    68.9;    30.6;     0.5;     8.3;    11.6;    26.3;    25.4;    34.8;    34.8;    33.9;    45.5;450
9263;GM0531;2018JJ00;15083;15594;4334;2891;    69.9;    29.6;     0.5;     8.3;    12.0;    28.6;    25.9;    35.6;    35.2;    34.3;    51.5;330
9264;GM0531;2019JJ00;15213;15753;4472;2918;    71.0;    28.9;     0.1;     8.7;    12.1;    27.8;    27.1;    38.6;    39.8;    35.8;    57.4;270
9290;GM0248;2017JJ00;;;;;;;;;;;;;;;;
9291;GM0248;2018JJ00;;;;;;;;;;;;;;;;
9292;GM0248;2019JJ00;;;;;;;;;;;;;;;;
9318;GM0164;2017JJ00;40475;40327;18105;1327;    54.5;    44.2;     1.4;    43.8;    36.4;    22.9;    22.2;    31.3;    30.7;    30.0;    37.2;1730
9319;GM0164;2018JJ00;40381;40212;18168;1325;    55.5;    43.1;     1.4;    45.5;    36.5;    23.2;    22.6;    31.1;    31.3;    30.3;    38.3;1370
9320;GM0164;2019JJ00;40469;40214;18429;1326;    56.3;    43.6;     0.1;    46.5;    36.9;    24.4;    24.0;    32.8;    34.1;    31.3;    44.3;1290
9346;GM0796;2017JJ00;75276;77135;30331;1379;    51.9;    46.7;     1.3;   104.0;    69.4;    25.1;    23.9;    35.4;    35.2;    33.1;    40.3;3080
9347;GM0796;2018JJ00;75788;77646;31164;1392;    51.7;    46.9;     1.3;   107.1;    70.0;    25.6;    24.5;    35.4;    35.9;    33.4;    41.9;2670
9348;GM0796;2019JJ00;76201;78004;31769;1402;    52.5;    47.2;     0.3;   111.3;    70.7;    27.3;    25.6;    37.4;    39.0;    34.8;    48.5;2460
9374;GM0251;2017JJ00;;;;;;;;;;;;;;;;
9375;GM0251;2018JJ00;;;;;;;;;;;;;;;;
9376;GM0251;2019JJ00;;;;;;;;;;;;;;;;
9402;GM0252;2017JJ00;8159;8316;2195;414;    69.5;    28.9;     1.5;     4.2;     6.9;    26.0;    25.5;    36.8;    38.0;    35.8;    44.6;260
9403;GM0252;2018JJ00;8169;8293;2232;414;    70.6;    27.8;     1.6;     4.4;     7.0;    26.8;    25.9;    37.2;    38.0;    35.8;    48.7;240
9404;GM0252;2019JJ00;8179;8307;2274;415;    71.3;    26.9;     1.7;     4.8;     7.0;    27.7;    27.3;    39.0;    40.3;    37.2;    50.2;200
9430;GM0797;2017JJ00;21800;21716;5753;552;    66.5;    32.4;     1.2;    12.8;    18.2;    25.1;    24.4;    33.7;    35.2;    32.5;    43.9;880
9431;GM0797;2018JJ00;21913;21810;5978;554;    66.8;    32.0;     1.2;    13.5;    18.3;    24.9;    25.1;    32.8;    36.1;    32.9;    42.9;680
9432;GM0797;2019JJ00;22139;21996;6246;560;    67.7;    32.3;     0.1;    13.9;    18.5;    26.0;    27.1;    35.9;    39.0;    34.2;    50.5;600
9458;GM0920;2017JJ00;;;;;;;;;;;;;;;;
9459;GM0920;2018JJ00;;;;;;;;;;;;;;;;
9460;GM0920;2019JJ00;;;;;;;;;;;;;;;;
9486;GM0534;2017JJ00;10545;10771;3630;1656;    63.7;    36.0;     0.3;     6.8;     9.4;    25.3;    26.1;    33.8;    35.2;    32.7;    40.5;400
9487;GM0534;2018JJ00;10838;10974;3853;1694;    64.8;    35.0;     0.1;     6.8;     9.6;    25.8;    26.1;    34.2;    35.5;    33.1;    41.6;300
9488;GM0534;2019JJ00;10892;11074;3926;1706;    66.3;    33.6;     0.1;     7.0;     9.7;    27.0;    27.9;    37.0;    38.0;    34.7;    48.0;290
9514;GM0798;2017JJ00;7701;7582;1156;161;    72.9;    24.9;     2.2;     5.3;     6.3;    25.8;    26.9;    35.3;    37.4;    34.2;    45.3;200
9515;GM0798;2018JJ00;7731;7635;1209;162;    75.3;    22.5;     2.2;     5.4;     6.3;    25.6;    27.9;    34.5;    37.6;    34.6;    45.1;170
9516;GM0798;2019JJ00;7705;7629;1214;162;    75.8;    24.0;     0.2;     5.6;     6.4;    27.3;    29.7;    38.9;    41.8;    36.4;    52.2;150
9542;GM0402;2017JJ00;43611;45277;23410;1949;    53.2;    45.1;     1.7;    51.0;    41.0;    25.3;    26.3;    39.0;    39.6;    34.3;    40.5;1590
9543;GM0402;2018JJ00;43937;45584;24391;1963;    52.9;    45.5;     1.6;    52.3;    41.3;    25.7;    27.1;    36.3;    40.2;    34.9;    41.8;1390
9544;GM0402;2019JJ00;44280;45958;25437;1978;    54.2;    45.6;     0.2;    52.9;    41.7;    26.9;    29.2;    39.6;    43.1;    36.4;    48.2;1160
9570;GM1963;2017JJ00;;;;;;;;;;;;;;;;
9571;GM1963;2018JJ00;;;;;;;;;;;;;;;;
9572;GM1963;2019JJ00;42894;43762;7857;322;    70.2;    29.7;     0.1;    29.7;    36.7;    29.1;    29.3;    38.6;    40.1;    35.9;    58.5;820
9598;GM0253;2017JJ00;;;;;;;;;;;;;;;;
9599;GM0253;2018JJ00;;;;;;;;;;;;;;;;
9600;GM0253;2019JJ00;;;;;;;;;;;;;;;;
9626;GM0799;2017JJ00;;;;;;;;;;;;;;;;
9627;GM0799;2018JJ00;;;;;;;;;;;;;;;;
9628;GM0799;2019JJ00;;;;;;;;;;;;;;;;
9654;GM1735;2017JJ00;17406;17605;3086;165;    66.1;    32.7;     1.2;    11.4;    14.6;    24.2;    26.5;    32.7;    35.6;    31.7;    44.5;620
9655;GM1735;2018JJ00;17378;17552;3110;164;    67.7;    31.1;     1.2;    12.5;    14.6;    24.6;    25.7;    32.6;    36.7;    32.0;    48.3;460
9656;GM1735;2019JJ00;17390;17550;3206;164;    67.9;    32.0;     0.1;    12.5;    14.8;    26.9;    28.1;    35.5;    38.4;    33.3;    51.4;380
9682;GM1966;2017JJ00;;;;;;;;;;;;;;;;
9683;GM1966;2018JJ00;;;;;;;;;;;;;;;;
9684;GM1966;2019JJ00;24066;23822;3619;99;    67.2;    32.4;     0.4;    12.4;    21.2;    24.1;    24.3;    31.9;    32.1;    30.5;    42.0;580
9710;GM1911;2017JJ00;24097;23503;4600;133;    68.2;    30.9;     0.8;    13.2;    20.1;    24.1;    23.7;    31.4;    33.5;    30.7;    41.2;700
9711;GM1911;2018JJ00;24149;23532;4820;133;    69.0;    30.2;     0.9;    13.6;    20.1;    24.8;    24.3;    31.2;    33.6;    31.1;    42.5;580
9712;GM1911;2019JJ00;24257;23558;5124;134;    70.1;    29.3;     0.6;    14.7;    20.4;    26.8;    26.5;    33.8;    35.9;    32.3;    48.7;450
9738;GM0165;2017JJ00;;;;;;;;;;;;;;;;
9739;GM0165;2018JJ00;;;;;;;;;;;;;;;;
9740;GM0165;2019JJ00;;;;;;;;;;;;;;;;
9766;GM0675;2017JJ00;;;;;;;;;;;;;;;;
9767;GM0675;2018JJ00;;;;;;;;;;;;;;;;
9768;GM0675;2019JJ00;;;;;;;;;;;;;;;;
9794;GM0801;2017JJ00;;;;;;;;;;;;;;;;
9795;GM0801;2018JJ00;;;;;;;;;;;;;;;;
9796;GM0801;2019JJ00;;;;;;;;;;;;;;;;
9822;GM0802;2017JJ00;;;;;;;;;;;;;;;;
9823;GM0802;2018JJ00;;;;;;;;;;;;;;;;
9824;GM0802;2019JJ00;;;;;;;;;;;;;;;;
9850;GM0800;2017JJ00;;;;;;;;;;;;;;;;
9851;GM0800;2018JJ00;;;;;;;;;;;;;;;;
9852;GM0800;2019JJ00;;;;;;;;;;;;;;;;
9878;GM0118;2017JJ00;27587;27724;5722;434;    60.8;    38.5;     0.6;    29.3;    23.6;    22.7;    22.8;    29.3;    28.8;    28.4;    36.8;1140
9879;GM0118;2018JJ00;27844;27833;5959;437;    61.0;    38.3;     0.7;    30.8;    23.9;    23.3;    23.4;    29.3;    30.0;    28.7;    40.3;870
9880;GM0118;2019JJ00;27871;27791;6104;436;    61.3;    38.3;     0.4;    31.7;    24.1;    24.3;    23.7;    30.7;    31.3;    29.9;    42.5;750
9906;GM0018;2017JJ00;16906;17326;6595;515;    55.6;    43.6;     0.8;    12.3;    15.5;    21.6;    20.8;    28.7;    27.9;    28.2;    36.4;740
9907;GM0018;2018JJ00;;;;;;;;;;;;;;;;
9908;GM0018;2019JJ00;;;;;;;;;;;;;;;;
9934;GM0405;2017JJ00;35734;36759;16607;3560;    59.1;    40.3;     0.6;    32.4;    32.4;    23.8;    23.0;    33.8;    32.4;    30.9;    39.6;1250
9935;GM0405;2018JJ00;35925;36881;17052;3573;    59.9;    39.6;     0.5;    33.4;    32.5;    24.5;    23.5;    33.6;    32.9;    31.2;    41.5;1030
9936;GM0405;2019JJ00;36019;36985;17354;3583;    61.1;    38.8;     0.1;    32.5;    32.7;    26.1;    24.9;    35.7;    35.6;    32.7;    49.7;930
9962;GM0923;2017JJ00;;;;;;;;;;;;;;;;
9963;GM0923;2018JJ00;;;;;;;;;;;;;;;;
9964;GM0923;2019JJ00;;;;;;;;;;;;;;;;
9990;GM1507;2017JJ00;21210;20929;4610;223;    75.7;    23.7;     0.6;    18.4;    17.6;    23.7;    26.9;    32.6;    33.7;    31.2;    43.2;850
9991;GM1507;2018JJ00;21281;20990;4780;224;    75.5;    23.9;     0.6;    19.0;    17.7;    24.1;    27.4;    32.3;    34.5;    31.5;    45.5;750
9992;GM1507;2019JJ00;21341;20950;4882;224;    76.0;    23.6;     0.4;    19.6;    17.8;    25.7;    27.9;    34.9;    36.9;    32.9;    50.1;710
10018;GM0321;2017JJ00;24338;24962;7316;895;    66.4;    33.3;     0.3;    23.6;    19.5;    27.2;    25.8;    38.9;    37.9;    36.2;    47.4;880
10019;GM0321;2018JJ00;24464;25115;7560;902;    65.9;    33.7;     0.4;    23.6;    19.7;    27.6;    26.7;    37.7;    38.5;    36.3;    47.0;730
10020;GM0321;2019JJ00;24570;25341;7772;908;    68.0;    32.0;     0.1;    23.7;    20.0;    28.7;    28.3;    40.3;    40.7;    37.9;    51.7;620
10046;GM0803;2017JJ00;;;;;;;;;;;;;;;;
10047;GM0803;2018JJ00;;;;;;;;;;;;;;;;
10048;GM0803;2019JJ00;;;;;;;;;;;;;;;;
10074;GM0255;2017JJ00;;;;;;;;;;;;;;;;
10075;GM0255;2018JJ00;;;;;;;;;;;;;;;;
10076;GM0255;2019JJ00;;;;;;;;;;;;;;;;
10102;GM0406;2017JJ00;20086;21296;8316;2618;    57.0;    42.5;     0.5;    13.8;    18.2;    26.9;    26.4;    37.8;    37.8;    35.2;    43.0;720
10103;GM0406;2018JJ00;20035;21334;8516;2617;    57.6;    41.8;     0.6;    13.9;    18.2;    27.0;    26.9;    37.5;    38.7;    35.3;    49.2;580
10104;GM0406;2019JJ00;19949;21324;8597;2611;    58.6;    41.2;     0.3;    13.7;    18.2;    28.8;    28.1;    41.4;    42.7;    36.7;    60.5;510
10130;GM0677;2017JJ00;13650;13745;7375;136;    71.4;    27.8;     0.8;     7.4;    12.3;    24.0;    24.4;    31.9;    34.3;    32.8;    43.2;360
10131;GM0677;2018JJ00;13710;13762;7548;136;    72.5;    26.7;     0.8;     7.3;    12.4;    24.7;    25.0;    31.4;    34.1;    33.2;    41.9;290
10132;GM0677;2019JJ00;13792;13732;7774;136;    72.8;    25.4;     1.8;     7.3;    12.5;    26.1;    26.1;    33.2;    36.4;    34.5;    46.4;230
10158;GM0256;2017JJ00;;;;;;;;;;;;;;;;
10159;GM0256;2018JJ00;;;;;;;;;;;;;;;;
10160;GM0256;2019JJ00;;;;;;;;;;;;;;;;
10186;GM0925;2017JJ00;;;;;;;;;;;;;;;;
10187;GM0925;2018JJ00;;;;;;;;;;;;;;;;
10188;GM0925;2019JJ00;;;;;;;;;;;;;;;;
10214;GM0195;2017JJ00;;;;;;;;;;;;;;;;
10215;GM0195;2018JJ00;;;;;;;;;;;;;;;;
10216;GM0195;2019JJ00;;;;;;;;;;;;;;;;
10242;GM0191;2017JJ00;;;;;;;;;;;;;;;;
10243;GM0191;2018JJ00;;;;;;;;;;;;;;;;
10244;GM0191;2019JJ00;;;;;;;;;;;;;;;;
10270;GM0353;2017JJ00;16652;17556;6745;1621;    62.6;    36.6;     0.8;    10.7;    14.1;    26.6;    25.7;    37.1;    35.9;    34.3;    42.8;620
10271;GM0353;2018JJ00;16690;17612;6898;1628;    62.2;    37.0;     0.7;    10.7;    14.3;    27.0;    26.0;    36.6;    36.5;    34.5;    46.7;490
10272;GM0353;2019JJ00;16596;17564;6984;1621;    64.3;    35.6;     0.0;    10.8;    14.3;    28.4;    27.7;    41.8;    39.9;    36.2;    64.3;400
10298;GM0645;2017JJ00;;;;;;;;;;;;;;;;
10299;GM0645;2018JJ00;;;;;;;;;;;;;;;;
10300;GM0645;2019JJ00;;;;;;;;;;;;;;;;
10326;GM1884;2017JJ00;13363;13011;2702;417;    63.6;    35.2;     1.3;     7.6;    11.0;    26.3;    27.4;    36.2;    38.0;    34.1;    44.6;370
10327;GM1884;2018JJ00;13455;13170;2894;421;    64.4;    34.3;     1.3;     8.0;    11.2;    26.7;    27.0;    36.4;    38.4;    34.6;    47.9;310
10328;GM1884;2019JJ00;13614;13252;3042;425;    65.3;    34.4;     0.3;     8.2;    11.4;    29.4;    29.3;    39.6;    41.6;    36.1;    55.9;260
10354;GM0166;2017JJ00;26179;26332;4828;369;    62.0;    37.4;     0.5;    20.1;    21.1;    22.8;    23.0;    30.1;    30.3;    29.0;    38.7;860
10355;GM0166;2018JJ00;26594;26665;5134;375;    63.0;    36.4;     0.7;    21.1;    21.4;    23.4;    23.2;    30.4;    30.6;    29.5;    39.3;680
10356;GM0166;2019JJ00;26890;26889;5336;378;    63.6;    36.3;     0.2;    20.9;    21.6;    25.0;    24.4;    32.0;    32.6;    30.7;    43.7;600
10382;GM0678;2017JJ00;6308;6314;1136;340;    73.9;    25.2;     0.8;     4.0;     5.1;    24.7;    23.2;    34.1;    33.3;    32.5;    40.8;170
10383;GM0678;2018JJ00;6348;6372;1165;343;    75.0;    24.2;     0.8;     4.0;     5.2;    25.6;    23.7;    33.2;    33.2;    32.6;    40.4;120
10384;GM0678;2019JJ00;6391;6394;1193;344;    76.0;    23.6;     0.4;     3.9;     5.2;    27.6;    25.4;    35.5;    35.9;    34.0;    47.1;110
10410;GM0537;2017JJ00;32123;32409;7085;2622;    64.1;    35.2;     0.7;    22.7;    25.5;    24.6;    24.5;    32.8;    33.4;    31.7;    41.5;760
10411;GM0537;2018JJ00;32262;32694;7280;2625;    64.4;    34.9;     0.7;    23.0;    25.9;    25.1;    24.9;    33.2;    34.0;    32.2;    45.1;610
10412;GM0537;2019JJ00;32425;32877;7493;2639;    64.7;    35.1;     0.2;    23.6;    26.1;    26.5;    26.2;    35.3;    36.8;    33.6;    51.2;480
10438;GM0928;2017JJ00;22968;22969;14435;2097;    50.8;    47.5;     1.7;    15.6;    22.4;    21.1;    20.9;    27.9;    28.2;    28.3;    34.3;740
10439;GM0928;2018JJ00;22891;22932;14413;2092;    51.7;    46.6;     1.7;    15.4;    22.4;    21.5;    21.1;    28.0;    28.6;    28.5;    35.1;650
10440;GM0928;2019JJ00;22854;22788;14468;2083;    53.2;    45.8;     1.0;    15.6;    22.5;    22.4;    22.2;    29.4;    30.6;    29.6;    39.4;600
10466;GM0257;2017JJ00;;;;;;;;;;;;;;;;
10467;GM0257;2018JJ00;;;;;;;;;;;;;;;;
10468;GM0257;2019JJ00;;;;;;;;;;;;;;;;
10494;GM0929;2017JJ00;;;;;;;;;;;;;;;;
10495;GM0929;2018JJ00;;;;;;;;;;;;;;;;
10496;GM0929;2019JJ00;;;;;;;;;;;;;;;;
10522;GM0258;2017JJ00;;;;;;;;;;;;;;;;
10523;GM0258;2018JJ00;;;;;;;;;;;;;;;;
10524;GM0258;2019JJ00;;;;;;;;;;;;;;;;
10550;GM0804;2017JJ00;;;;;;;;;;;;;;;;
10551;GM0804;2018JJ00;;;;;;;;;;;;;;;;
10552;GM0804;2019JJ00;;;;;;;;;;;;;;;;
10578;GM1598;2017JJ00;11340;11182;1830;280;    75.7;    23.3;     1.0;     7.3;     9.1;    25.5;    25.3;    33.7;    35.5;    32.8;    42.0;330
10579;GM1598;2018JJ00;11436;11223;1917;282;    75.4;    23.5;     1.1;     7.5;     9.2;    26.3;    26.4;    33.4;    35.8;    33.3;    43.8;250
10580;GM1598;2019JJ00;11478;11260;1968;283;    78.2;    21.8;     0.1;     7.5;     9.2;    27.6;    28.1;    38.2;    39.0;    34.7;    53.1;190
10606;GM0079;2017JJ00;6590;6282;587;117;    67.8;    31.5;     0.8;     2.8;     5.3;    22.1;    23.2;    29.1;    28.5;    28.0;    37.6;270
10607;GM0079;2018JJ00;6570;6257;604;117;    69.3;    29.9;     0.7;     2.7;     5.3;    22.8;    23.1;    28.4;    29.1;    28.3;    37.5;220
10608;GM0079;2019JJ00;;;;;;;;;;;;;;;;
10634;GM0588;2017JJ00;5459;5500;680;144;    72.3;    27.7;     0.1;     2.0;     4.4;    26.2;    27.6;    35.7;    34.5;    33.5;    43.3;130
10635;GM0588;2018JJ00;5525;5572;760;146;    72.8;    27.1;     0.1;     2.0;     4.5;    26.0;    28.0;    34.3;    34.8;    33.8;    43.7;110
10636;GM0588;2019JJ00;;;;;;;;;;;;;;;;
10662;GM0542;2017JJ00;14109;15014;4311;3792;    59.0;    40.1;     0.9;     7.7;    12.1;    25.3;    23.6;    34.8;    34.6;    32.1;    51.1;410
10663;GM0542;2018JJ00;14164;15142;4532;3812;    58.8;    40.3;     0.9;     8.2;    12.2;    25.7;    23.9;    34.2;    34.6;    32.5;    53.0;290
10664;GM0542;2019JJ00;14179;15197;4667;3822;    59.5;    40.5;     0.0;     8.1;    12.3;    26.7;    24.7;    37.3;    37.8;    33.8;    59.0;240
10690;GM1931;2017JJ00;27307;27897;5861;369;    64.1;    35.6;     0.4;    16.5;    22.9;    24.6;    24.6;    35.1;    35.0;    32.5;    42.4;720
10691;GM1931;2018JJ00;27539;28105;6091;375;    65.1;    34.5;     0.3;    16.4;    23.2;    25.7;    25.8;    34.3;    35.2;    33.1;    44.2;570
10692;GM1931;2019JJ00;27788;28260;6244;378;    65.8;    34.1;     0.1;    16.4;    23.3;    28.1;    27.0;    37.4;    38.6;    34.4;    54.5;500
10718;GM1659;2017JJ00;11119;10823;1776;396;    67.2;    32.2;     0.5;     6.4;     9.1;    24.8;    26.1;    32.5;    34.2;    32.0;    42.1;360
10719;GM1659;2018JJ00;11242;10916;1929;400;    69.0;    30.5;     0.5;     6.7;     9.3;    25.6;    26.8;    32.2;    35.2;    32.6;    46.0;300
10720;GM1659;2019JJ00;11298;11035;2033;403;    69.7;    30.2;     0.1;     7.0;     9.4;    26.5;    27.5;    35.8;    37.7;    33.9;    52.0;260
10746;GM1982;2017JJ00;;;;;;;;;;;;;;;;
10747;GM1982;2018JJ00;;;;;;;;;;;;;;;;
10748;GM1982;2019JJ00;;;;;;;;;;;;;;;;
10774;GM1685;2017JJ00;7825;7507;1111;218;    73.0;    25.8;     1.2;     5.2;     6.0;    24.3;    29.5;    33.7;    36.9;    33.1;    43.4;230
10775;GM1685;2018JJ00;7827;7505;1106;218;    73.4;    25.2;     1.4;     5.4;     6.0;    25.2;    28.7;    33.3;    36.6;    33.4;    45.7;180
10776;GM1685;2019JJ00;7929;7600;1172;221;    73.7;    26.3;     0.0;     5.5;     6.2;    26.4;    30.4;    35.4;    41.2;    34.9;    58.3;170
10802;GM0882;2017JJ00;18440;19018;8674;1524;    61.2;    38.0;     0.8;    10.0;    17.4;    22.4;    22.1;    30.1;    30.4;    30.3;    37.9;670
10803;GM0882;2018JJ00;18551;19061;8665;1530;    61.9;    37.1;     1.0;    10.0;    17.5;    23.0;    22.3;    30.2;    30.9;    30.6;    40.0;520
10804;GM0882;2019JJ00;18538;19053;8684;1529;    62.8;    36.8;     0.4;     9.7;    17.6;    24.0;    23.5;    31.9;    33.0;    31.9;    45.1;500
10830;GM0415;2017JJ00;5437;5838;1846;501;    64.2;    35.5;     0.3;     2.0;     4.8;    28.1;    26.6;    41.0;    41.1;    36.8;    45.3;160
10831;GM0415;2018JJ00;5511;5924;1943;508;    66.4;    33.3;     0.3;     2.1;     4.8;    28.0;    28.7;    38.7;    41.4;    37.4;    48.0;150
10832;GM0415;2019JJ00;5518;5970;2045;510;    66.4;    33.4;     0.1;     2.2;     4.8;    29.7;    29.0;    43.8;    45.7;    39.2;    58.9;140
10858;GM0325;2017JJ00;;;;;;;;;;;;;;;;
10859;GM0325;2018JJ00;;;;;;;;;;;;;;;;
10860;GM0325;2019JJ00;;;;;;;;;;;;;;;;
10886;GM0416;2017JJ00;13709;13899;2975;1155;    72.6;    26.7;     0.7;     6.9;    11.3;    25.5;    25.4;    35.5;    35.3;    32.6;    41.7;370
10887;GM0416;2018JJ00;13834;14002;3091;1165;    73.4;    26.2;     0.4;     7.1;    11.5;    26.0;    25.9;    35.2;    34.8;    32.9;    42.9;330
10888;GM0416;2019JJ00;13917;14075;3211;1172;    74.2;    25.7;     0.0;     7.4;    11.6;    27.1;    27.2;    38.9;    37.9;    34.6;    50.6;250
10914;GM1621;2017JJ00;29858;30247;10280;1109;    71.8;    27.5;     0.7;    26.4;    22.7;    30.6;    26.2;    39.7;    38.8;    37.0;    49.2;890
10915;GM1621;2018JJ00;30317;30838;10860;1145;    72.4;    26.9;     0.6;    27.1;    23.2;    29.1;    26.7;    38.8;    39.3;    37.4;    47.8;770
10916;GM1621;2019JJ00;30499;31102;11288;1153;    73.4;    26.6;     0.1;    26.6;    23.4;    32.5;    29.0;    42.6;    43.8;    39.0;    59.9;610
10942;GM0417;2017JJ00;5223;5865;2102;893;    65.8;    31.8;     2.4;     4.8;     4.9;    33.7;    37.5;    60.7;    61.9;    49.2;    66.6;160
10943;GM0417;2018JJ00;5274;5872;2158;898;    67.5;    30.0;     2.4;     5.1;     4.9;    32.7;    33.0;    60.8;    63.9;    47.3;    78.4;130
10944;GM0417;2019JJ00;5292;5903;2237;902;    68.5;    30.4;     1.1;     5.3;     4.9;    40.0;    44.3;    72.7;    71.7;    51.0;    97.3;120
10970;GM0022;2017JJ00;9694;9949;1732;311;    64.1;    35.8;     0.1;     8.6;     8.3;    23.3;    23.2;    32.4;    31.5;    30.6;    39.7;380
10971;GM0022;2018JJ00;9692;9977;1742;311;    64.8;    34.9;     0.2;     9.0;     8.4;    23.5;    24.2;    31.5;    31.5;    30.8;    39.8;320
10972;GM0022;2019JJ00;;;;;;;;;;;;;;;;
10998;GM0805;2017JJ00;;;;;;;;;;;;;;;;
10999;GM0805;2018JJ00;;;;;;;;;;;;;;;;
11000;GM0805;2019JJ00;;;;;;;;;;;;;;;;
11026;GM0545;2017JJ00;10274;10631;4692;619;    53.3;    46.0;     0.7;     8.0;     8.5;    24.4;    23.2;    31.3;    30.9;    30.8;    44.0;320
