ID;RegioS;Perioden;Mannen_2;Vrouwen_3;TotaalMetMigratieachtergrond_35;Bevolkingsdichtheid_57;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;TypeEenpersoonshuishouden_133;TypeEenoudergezin_134;TypePaarZonderKind_135;TypePaarMetKindEren_136;BronInkomenAlsWerknemer_137;BronInkomenAlsZelfstandige_138;Werkloosheid_155
16962;GM0964;2017JJ00;;;;;;;;;;;;;;;;
16963;GM0964;2018JJ00;;;;;;;;;;;;;;;;
16964;GM0964;2019JJ00;;;;;;;;;;;;;;;;
16990;GM0965;2017JJ00;5236;5335;1867;659;    61.3;    38.4;     0.4;     1.6;     4.8;    23.3;    25.1;    30.0;    32.2;    31.3;    37.9;170
16991;GM0965;2018JJ00;5227;5334;1874;659;    63.3;    36.3;     0.4;     1.7;     4.8;    23.8;    25.0;    30.6;    32.3;    31.7;    42.5;130
16992;GM0965;2019JJ00;5231;5285;1889;656;    63.6;    36.0;     0.5;     1.8;     4.9;    25.0;    25.5;    31.2;    34.3;    32.8;    43.6;130
17018;GM1702;2017JJ00;6007;5587;722;117;    75.0;    23.2;     1.8;     3.2;     4.6;    24.7;    27.6;    33.0;    37.0;    33.0;    45.6;180
17019;GM1702;2018JJ00;5998;5579;740;117;    74.5;    23.4;     2.1;     3.2;     4.6;    25.0;    25.5;    32.3;    36.3;    33.2;    43.1;140
17020;GM1702;2019JJ00;6006;5600;775;117;    75.8;    24.2;     0.0;     3.2;     4.6;    26.5;    30.2;    37.5;    41.3;    34.7;    59.0;130
17046;GM0845;2017JJ00;14372;14212;2314;489;    73.8;    24.6;     1.6;     6.8;    11.6;    25.8;    27.4;    36.4;    37.3;    35.0;    43.1;480
17047;GM0845;2018JJ00;14394;14279;2321;491;    75.1;    23.5;     1.4;     6.9;    11.7;    27.2;    27.8;    36.0;    38.5;    35.4;    45.0;390
17048;GM0845;2019JJ00;14561;14430;2429;497;    75.0;    24.3;     0.7;     7.0;    11.8;    27.8;    31.3;    39.7;    42.3;    37.0;    53.8;310
17074;GM0846;2017JJ00;;;;;;;;;;;;;;;;
17075;GM0846;2018JJ00;;;;;;;;;;;;;;;;
17076;GM0846;2019JJ00;;;;;;;;;;;;;;;;
17102;GM0968;2017JJ00;;;;;;;;;;;;;;;;
17103;GM0968;2018JJ00;;;;;;;;;;;;;;;;
17104;GM0968;2019JJ00;;;;;;;;;;;;;;;;
17130;GM1883;2017JJ00;46005;47314;20438;1181;    57.1;    41.8;     1.1;    54.8;    44.2;    22.8;    23.1;    31.5;    31.8;    30.9;    38.4;1470
17131;GM1883;2018JJ00;45859;47097;20410;1177;    57.5;    41.3;     1.2;    54.4;    44.3;    23.3;    23.6;    31.1;    32.5;    31.3;    39.9;1360
17132;GM1883;2019JJ00;45685;46976;20563;1173;    58.6;    41.0;     0.4;    53.9;    44.6;    24.1;    24.6;    32.8;    34.4;    32.6;    43.0;1200
17158;GM0051;2017JJ00;;;;;;;;;;;;;;;;
17159;GM0051;2018JJ00;;;;;;;;;;;;;;;;
17160;GM0051;2019JJ00;;;;;;;;;;;;;;;;
17186;GM0130;2017JJ00;;;;;;;;;;;;;;;;
17187;GM0130;2018JJ00;;;;;;;;;;;;;;;;
17188;GM0130;2019JJ00;;;;;;;;;;;;;;;;
17214;GM0610;2017JJ00;12328;12684;3418;1949;    54.4;    43.9;     1.7;    16.3;    10.3;    23.3;    22.7;    32.3;    31.3;    30.4;    43.5;310
17215;GM0610;2018JJ00;12325;12695;3502;1949;    55.7;    42.6;     1.7;    15.6;    10.3;    24.0;    23.5;    31.3;    31.7;    31.0;    41.0;240
17216;GM0610;2019JJ00;12344;12682;3569;1950;    56.0;    43.8;     0.2;    15.9;    10.3;    27.0;    24.3;    34.7;    34.8;    32.5;    49.0;200
17242;GM0040;2017JJ00;7515;7222;951;110;    72.2;    27.3;     0.6;     3.4;     6.2;    24.1;    23.5;    31.7;    31.6;    31.6;    37.8;300
17243;GM0040;2018JJ00;;;;;;;;;;;;;;;;
17244;GM0040;2019JJ00;;;;;;;;;;;;;;;;
17270;GM1714;2017JJ00;11669;11989;6298;85;    64.9;    33.6;     1.5;     7.8;    11.2;    23.2;    24.2;    31.9;    33.6;    31.0;    43.3;330
17271;GM1714;2018JJ00;11606;11920;6392;84;    65.1;    33.4;     1.5;     8.2;    11.2;    24.0;    24.5;    31.0;    33.1;    31.2;    42.3;260
17272;GM1714;2019JJ00;11572;11814;6471;84;    67.2;    27.9;     4.9;     8.2;    11.2;    25.3;    25.7;    33.0;    35.9;    32.4;    47.0;220
17298;GM1698;2017JJ00;;;;;;;;;;;;;;;;
17299;GM1698;2018JJ00;;;;;;;;;;;;;;;;
17300;GM1698;2019JJ00;;;;;;;;;;;;;;;;
17326;GM0090;2017JJ00;27712;27983;5891;473;    58.7;    39.5;     1.9;    30.3;    24.3;    22.4;    22.1;    30.3;    29.7;    28.7;    38.8;1030
17327;GM0090;2018JJ00;27795;28094;6150;476;    58.8;    39.2;     2.0;    30.9;    24.5;    23.1;    22.8;    30.2;    30.3;    29.0;    40.1;910
17328;GM0090;2019JJ00;27876;28062;6266;477;    59.9;    39.9;     0.1;    30.7;    24.7;    24.1;    23.8;    33.2;    32.2;    30.3;    45.4;820
17354;GM0131;2017JJ00;;;;;;;;;;;;;;;;
17355;GM0131;2018JJ00;;;;;;;;;;;;;;;;
17356;GM0131;2019JJ00;;;;;;;;;;;;;;;;
17382;GM0091;2017JJ00;;;;;;;;;;;;;;;;
17383;GM0091;2018JJ00;;;;;;;;;;;;;;;;
17384;GM0091;2019JJ00;;;;;;;;;;;;;;;;
17410;GM0342;2017JJ00;22413;23461;9467;992;    62.2;    36.5;     1.3;    15.8;    20.0;    26.5;    26.1;    38.2;    37.8;    35.0;    45.1;730
17411;GM0342;2018JJ00;22446;23643;9637;997;    62.8;    35.9;     1.3;    16.0;    20.0;    26.7;    26.4;    37.4;    37.9;    35.2;    44.2;640
17412;GM0342;2019JJ00;22552;23642;9897;999;    64.2;    35.7;     0.1;    16.3;    20.2;    28.3;    29.3;    40.5;    41.0;    36.7;    51.5;540
17438;GM0847;2017JJ00;9714;9322;1766;237;    69.5;    29.9;     0.5;     7.3;     7.8;    25.0;    27.9;    32.1;    34.7;    30.9;    42.2;290
17439;GM0847;2018JJ00;9764;9356;1832;238;    71.1;    28.2;     0.7;     7.5;     7.9;    25.0;    25.1;    31.5;    35.6;    31.3;    43.9;280
17440;GM0847;2019JJ00;9870;9452;1959;241;    72.1;    27.6;     0.2;     7.4;     8.1;    28.1;    34.8;    34.4;    39.5;    33.0;    56.1;270
17466;GM0848;2017JJ00;8204;8422;2001;641;    71.0;    28.3;     0.7;    13.5;     6.9;    31.4;    26.7;    37.5;    37.5;    36.1;    47.6;270
17467;GM0848;2018JJ00;8293;8460;2054;646;    73.4;    26.1;     0.5;    13.9;     6.9;    29.6;    27.4;    38.4;    38.7;    37.0;    44.8;230
17468;GM0848;2019JJ00;8325;8579;2155;651;    74.4;    24.9;     0.7;    14.6;     7.1;    30.5;    29.6;    40.8;    41.1;    38.0;    50.0;210
17494;GM0612;2017JJ00;;;;;;;;;;;;;;;;
17495;GM0612;2018JJ00;;;;;;;;;;;;;;;;
17496;GM0612;2019JJ00;;;;;;;;;;;;;;;;
17522;GM0849;2017JJ00;;;;;;;;;;;;;;;;
17523;GM0849;2018JJ00;;;;;;;;;;;;;;;;
17524;GM0849;2019JJ00;;;;;;;;;;;;;;;;
17550;GM1691;2017JJ00;;;;;;;;;;;;;;;;
17551;GM1691;2018JJ00;;;;;;;;;;;;;;;;
17552;GM1691;2019JJ00;;;;;;;;;;;;;;;;
17578;GM0179;2017JJ00;;;;;;;;;;;;;;;;
17579;GM0179;2018JJ00;;;;;;;;;;;;;;;;
17580;GM0179;2019JJ00;;;;;;;;;;;;;;;;
17606;GM0037;2017JJ00;16003;16249;2566;274;    59.0;    38.8;     2.1;    11.1;    14.4;    21.1;    21.5;    27.6;    28.6;    28.0;    38.5;630
17607;GM0037;2018JJ00;15972;16286;2700;274;    58.4;    39.5;     2.1;    11.1;    14.5;    21.5;    22.2;    27.6;    28.9;    28.2;    38.7;500
17608;GM0037;2019JJ00;15730;16059;2429;270;    59.7;    39.2;     1.1;    11.2;    14.5;    22.4;    23.0;    29.4;    30.5;    29.3;    43.6;380
17634;GM0850;2017JJ00;;;;;;;;;;;;;;;;
17635;GM0850;2018JJ00;;;;;;;;;;;;;;;;
17636;GM0850;2019JJ00;;;;;;;;;;;;;;;;
17662;GM0180;2017JJ00;8549;8142;610;124;    75.6;    23.2;     1.2;     7.2;     5.7;    23.9;    25.6;    32.1;    31.9;    29.9;    42.0;160
17663;GM0180;2018JJ00;8624;8173;662;125;    77.4;    21.7;     0.9;     7.5;     5.8;    25.0;    27.0;    31.4;    32.6;    30.4;    43.4;100
17664;GM0180;2019JJ00;8743;8260;713;127;    77.4;    22.4;     0.2;     7.9;     5.9;    27.0;    27.1;    33.9;    35.6;    31.6;    48.2;100
17690;GM0532;2017JJ00;10837;10715;2661;1481;    69.0;    30.8;     0.2;     5.2;     9.0;    23.8;    23.7;    30.9;    31.6;    30.2;    42.5;360
17691;GM0532;2018JJ00;10895;10775;2687;1494;    69.6;    30.2;     0.2;     5.4;     9.0;    24.3;    23.6;    30.7;    32.5;    30.6;    43.8;270
17692;GM0532;2019JJ00;10912;10794;2795;1497;    69.8;    30.1;     0.1;     5.6;     9.1;    25.9;    25.5;    32.2;    34.8;    32.2;    47.3;260
17718;GM0851;2017JJ00;12205;11765;3273;164;    66.0;    33.2;     0.7;     6.0;    10.1;    24.0;    23.7;    31.8;    33.3;    32.1;    41.7;520
17719;GM0851;2018JJ00;12711;12070;4192;169;    68.2;    31.4;     0.4;     6.3;    11.1;    21.1;    24.6;    31.5;    34.2;    28.8;    43.8;390
17720;GM0851;2019JJ00;12845;12209;4448;171;    69.5;    30.4;     0.1;     6.6;    11.3;    21.9;    27.8;    33.6;    36.0;    29.9;    49.7;330
17746;GM0280;2017JJ00;;;;;;;;;;;;;;;;
17747;GM0280;2018JJ00;;;;;;;;;;;;;;;;
17748;GM0280;2019JJ00;;;;;;;;;;;;;;;;
17774;GM0181;2017JJ00;;;;;;;;;;;;;;;;
17775;GM0181;2018JJ00;;;;;;;;;;;;;;;;
17776;GM0181;2019JJ00;;;;;;;;;;;;;;;;
17802;GM1708;2017JJ00;21787;21661;3460;150;    62.7;    36.7;     0.6;    11.8;    18.7;    23.3;    22.9;    30.8;    30.7;    29.4;    38.4;840
17803;GM1708;2018JJ00;22016;21752;3624;152;    63.1;    36.4;     0.5;    12.4;    18.9;    23.7;    23.7;    30.5;    31.8;    29.9;    41.1;730
17804;GM1708;2019JJ00;22138;21802;3752;152;    64.7;    35.0;     0.3;    13.1;    19.1;    24.6;    24.9;    32.5;    33.7;    31.2;    42.0;610
17830;GM0971;2017JJ00;12425;12634;3518;1187;    70.2;    29.2;     0.6;     8.0;    11.4;    24.0;    24.0;    30.8;    32.5;    32.4;    39.2;440
17831;GM0971;2018JJ00;12385;12602;3510;1185;    71.2;    28.2;     0.6;     8.2;    11.4;    24.9;    24.3;    30.4;    33.0;    32.8;    38.5;370
17832;GM0971;2019JJ00;12370;12591;3526;1184;    71.6;    28.1;     0.3;     8.2;    11.5;    25.7;    25.9;    31.7;    36.4;    34.3;    46.8;330
17858;GM1904;2017JJ00;31549;32901;11339;670;    64.3;    34.6;     1.1;    19.3;    27.4;    27.7;    26.9;    38.8;    39.8;    36.3;    47.7;1190
17859;GM1904;2018JJ00;31556;32957;11581;671;    64.6;    34.3;     1.1;    20.7;    27.6;    28.3;    27.3;    38.5;    40.3;    36.6;    50.5;1000
17860;GM1904;2019JJ00;31461;32875;11764;669;    65.2;    34.3;     0.5;    19.7;    27.5;    29.9;    30.3;    41.2;    45.7;    38.1;    57.8;760
17886;GM0973;2017JJ00;;;;;;;;;;;;;;;;
17887;GM0973;2018JJ00;;;;;;;;;;;;;;;;
17888;GM0973;2019JJ00;;;;;;;;;;;;;;;;
17914;GM0617;2017JJ00;4346;4439;708;175;    67.6;    32.2;     0.2;     2.2;     3.8;    26.1;    27.5;    33.7;    35.2;    33.5;    42.9;110
17915;GM0617;2018JJ00;4349;4444;750;174;    68.2;    31.7;     0.2;     2.3;     3.8;    27.8;    29.4;    33.2;    35.7;    33.8;    51.3;90
17916;GM0617;2019JJ00;;;;;;;;;;;;;;;;
17942;GM1900;2017JJ00;42183;41975;7414;185;    62.9;    35.1;     2.0;    32.8;    36.7;    23.4;    22.3;    31.0;    31.2;    29.4;    38.4;1580
17943;GM1900;2018JJ00;45025;44569;7990;172;    64.4;    33.7;     1.9;    34.8;    39.1;    23.8;    23.1;    31.1;    32.5;    29.8;    40.7;1330
17944;GM1900;2019JJ00;45109;44601;8110;172;    65.1;    34.5;     0.4;    34.7;    39.5;    25.1;    24.4;    33.0;    34.7;    31.0;    45.1;1190
17970;GM0974;2017JJ00;;;;;;;;;;;;;;;;
17971;GM0974;2018JJ00;;;;;;;;;;;;;;;;
17972;GM0974;2019JJ00;;;;;;;;;;;;;;;;
17998;GM0975;2017JJ00;;;;;;;;;;;;;;;;
17999;GM0975;2018JJ00;;;;;;;;;;;;;;;;
18000;GM0975;2019JJ00;;;;;;;;;;;;;;;;
18026;GM0976;2017JJ00;;;;;;;;;;;;;;;;
18027;GM0976;2018JJ00;;;;;;;;;;;;;;;;
18028;GM0976;2019JJ00;;;;;;;;;;;;;;;;
18054;GM0853;2017JJ00;;;;;;;;;;;;;;;;
18055;GM0853;2018JJ00;;;;;;;;;;;;;;;;
18056;GM0853;2019JJ00;;;;;;;;;;;;;;;;
18082;GM0715;2017JJ00;27139;27449;13970;218;    67.0;    31.6;     1.4;    26.4;    25.1;    23.7;    22.5;    31.6;    31.8;    31.8;    39.5;790
18083;GM0715;2018JJ00;27042;27398;14307;217;    67.7;    30.9;     1.4;    27.3;    25.2;    24.3;    23.1;    31.4;    32.4;    32.2;    40.5;620
18084;GM0715;2019JJ00;27141;27448;14869;218;    68.4;    29.9;     1.7;    28.0;    25.4;    25.4;    23.8;    33.2;    34.4;    33.4;    44.4;520
18110;GM0093;2017JJ00;2579;2280;335;58;    61.7;    35.4;     2.9;     2.0;     2.2;    25.5;    29.2;    33.2;    37.4;    30.2;    42.6;70
18111;GM0093;2018JJ00;2592;2314;362;58;    61.9;    34.3;     3.9;     2.1;     2.2;    25.4;    29.4;    34.0;    36.8;    30.2;    41.6;60
18112;GM0093;2019JJ00;2551;2339;370;57;    64.3;    35.4;     0.4;     2.1;     2.3;    26.9;    35.8;    41.7;    39.1;    31.8;    58.6;50
18138;GM0854;2017JJ00;;;;;;;;;;;;;;;;
18139;GM0854;2018JJ00;;;;;;;;;;;;;;;;
18140;GM0854;2019JJ00;;;;;;;;;;;;;;;;
18166;GM0448;2017JJ00;6732;6813;1356;84;    65.4;    32.4;     2.2;     6.1;     6.2;    25.2;    24.9;    33.4;    32.8;    29.5;    40.0;210
18167;GM0448;2018JJ00;6751;6833;1409;84;    66.4;    31.3;     2.4;     6.5;     6.3;    24.7;    25.5;    32.1;    33.7;    29.8;    38.9;190
18168;GM0448;2019JJ00;6726;6821;1442;84;    67.2;    32.0;     0.8;     6.9;     6.3;    26.5;    27.7;    34.9;    35.3;    30.7;    43.9;170
18194;GM1525;2017JJ00;18016;18077;5400;1269;    64.3;    34.6;     1.1;    15.5;    14.9;    27.3;    27.0;    41.0;    39.3;    35.9;    46.3;600
18195;GM1525;2018JJ00;18289;18295;5689;1289;    64.2;    34.7;     1.1;    15.3;    15.3;    27.3;    27.8;    39.2;    40.7;    36.5;    48.9;480
18196;GM1525;2019JJ00;18483;18578;5954;1306;    65.1;    33.5;     1.4;    15.6;    15.5;    29.6;    29.5;    43.7;    41.8;    37.9;    57.9;400
18222;GM0716;2017JJ00;12748;12779;2195;174;    68.4;    30.5;     1.0;     6.3;    10.3;    23.3;    23.2;    30.8;    31.3;    30.3;    38.2;380
18223;GM0716;2018JJ00;12787;12796;2266;174;    69.4;    29.6;     1.0;     6.8;    10.3;    23.7;    23.3;    29.9;    31.6;    30.6;    38.3;280
18224;GM0716;2019JJ00;12883;12897;2372;176;    70.1;    29.5;     0.5;     7.2;    10.4;    25.1;    25.3;    32.9;    34.4;    32.3;    46.4;250
18250;GM0977;2017JJ00;;;;;;;;;;;;;;;;
18251;GM0977;2018JJ00;;;;;;;;;;;;;;;;
18252;GM0977;2019JJ00;;;;;;;;;;;;;;;;
18278;GM0281;2017JJ00;20645;20843;10236;1262;    54.4;    44.3;     1.3;    23.1;    17.7;    23.1;    22.8;    31.9;    30.8;    30.1;    40.5;820
18279;GM0281;2018JJ00;20635;20830;10340;1261;    54.3;    44.5;     1.1;    24.1;    17.8;    23.7;    23.3;    31.8;    31.2;    30.3;    41.2;660
18280;GM0281;2019JJ00;20914;21064;11119;1277;    56.2;    43.7;     0.1;    24.2;    18.3;    24.0;    25.0;    33.7;    33.1;    30.9;    45.0;600
18306;GM0855;2017JJ00;106428;107376;56119;1824;    51.2;    48.2;     0.6;   130.9;    95.1;    22.5;    22.2;    32.1;    31.6;    29.6;    36.6;4380
18307;GM0855;2018JJ00;107461;108060;58370;1855;    50.7;    48.6;     0.7;   134.5;    96.5;    22.9;    22.6;    31.7;    32.1;    29.7;    38.6;3650
18308;GM0855;2019JJ00;108283;108976;60574;1870;    50.8;    48.9;     0.3;   140.9;    97.8;    24.5;    23.8;    33.9;    34.7;    31.0;    45.4;3310
18334;GM0183;2017JJ00;10797;10356;992;144;    71.4;    26.6;     2.0;     6.7;     7.9;    23.9;    27.4;    32.4;    34.3;    32.4;    41.1;310
18335;GM0183;2018JJ00;10804;10409;979;144;    73.5;    23.9;     2.6;     6.9;     8.0;    23.8;    28.2;    31.6;    34.8;    32.8;    43.4;220
18336;GM0183;2019JJ00;10868;10408;1000;145;    71.4;    28.2;     0.5;     7.3;     8.1;    25.9;    29.6;    33.7;    39.1;    34.3;    52.9;200
18362;GM1700;2017JJ00;17146;16699;1715;318;    64.5;    33.2;     2.3;    10.2;    13.0;    22.5;    22.7;    29.2;    29.6;    28.9;    40.2;560
18363;GM1700;2018JJ00;17189;16714;1766;319;    65.2;    32.6;     2.2;    10.9;    13.0;    22.8;    23.3;    29.3;    30.4;    29.4;    42.2;410
18364;GM1700;2019JJ00;17161;16631;1797;318;    65.3;    34.5;     0.2;    10.7;    13.1;    23.8;    24.6;    31.7;    32.5;    30.7;    47.6;340
18390;GM1730;2017JJ00;16396;16884;2765;232;    73.5;    25.4;     1.1;     9.4;    13.9;    26.5;    26.0;    35.9;    35.7;    34.5;    43.9;590
18391;GM1730;2018JJ00;16413;17049;2821;234;    75.3;    23.5;     1.2;     9.8;    14.0;    27.0;    27.5;    35.4;    36.8;    34.7;    47.1;490
18392;GM1730;2019JJ00;16553;17145;2882;236;    76.5;    23.1;     0.5;    10.2;    14.1;    27.7;    28.4;    38.1;    39.0;    36.3;    50.9;420
18418;GM0737;2017JJ00;15961;16002;2051;214;    71.4;    27.2;     1.4;     7.1;    13.2;    23.7;    24.2;    30.9;    30.6;    30.0;    38.1;600
18419;GM0737;2018JJ00;15919;15951;2017;214;    71.8;    26.8;     1.4;     7.2;    13.3;    24.2;    24.5;    31.2;    31.2;    30.3;    39.7;480
18420;GM0737;2019JJ00;15900;15880;2006;213;    72.2;    27.7;     0.1;     8.1;    13.4;    25.3;    25.8;    32.3;    33.3;    31.6;    44.1;430
18446;GM0282;2017JJ00;;;;;;;;;;;;;;;;
18447;GM0282;2018JJ00;;;;;;;;;;;;;;;;
18448;GM0282;2019JJ00;;;;;;;;;;;;;;;;
18474;GM0856;2017JJ00;20517;20867;6656;617;    62.5;    36.0;     1.5;    27.1;    17.9;    24.5;    24.0;    33.5;    34.3;    31.5;    41.7;670
18475;GM0856;2018JJ00;20663;21062;6856;623;    62.6;    35.9;     1.5;    26.1;    18.1;    25.0;    24.3;    32.6;    34.2;    31.5;    43.6;600
18476;GM0856;2019JJ00;20715;21067;7005;624;    62.6;    37.4;     0.1;    26.5;    18.4;    26.4;    26.0;    35.1;    38.3;    32.9;    52.0;540
18502;GM0857;2017JJ00;;;;;;;;;;;;;;;;
18503;GM0857;2018JJ00;;;;;;;;;;;;;;;;
18504;GM0857;2019JJ00;;;;;;;;;;;;;;;;
18530;GM0450;2017JJ00;6761;6704;1597;703;    70.5;    27.9;     1.6;     3.4;     5.5;    26.5;    25.5;    36.4;    36.0;    34.4;    44.2;190
18531;GM0450;2018JJ00;6802;6718;1625;705;    72.0;    26.3;     1.7;     3.8;     5.6;    27.1;    26.0;    34.9;    36.5;    34.8;    42.9;130
18532;GM0450;2019JJ00;6820;6708;1678;706;    72.3;    27.5;     0.2;     3.8;     5.6;    28.9;    28.1;    37.8;    38.5;    36.4;    49.6;130
18558;GM0451;2017JJ00;14403;14798;6893;1602;    57.8;    42.0;     0.1;    11.9;    12.6;    26.4;    26.1;    36.2;    36.0;    33.4;    41.5;570
18559;GM0451;2018JJ00;14528;14917;7302;1623;    58.4;    41.4;     0.2;    11.4;    12.7;    26.6;    27.2;    35.9;    37.1;    33.7;    45.4;460
18560;GM0451;2019JJ00;14509;14915;7632;1622;    59.5;    40.5;     0.1;    11.9;    12.7;    27.4;    28.3;    38.3;    38.1;    35.4;    43.6;390
18586;GM0184;2017JJ00;10192;10028;693;1757;    77.5;    20.6;     1.9;     8.4;     6.0;    24.0;    24.9;    33.5;    31.0;    29.1;    37.6;100
18587;GM0184;2018JJ00;10368;10156;775;1783;    77.5;    20.7;     1.8;     9.4;     6.1;    23.9;    25.7;    32.1;    31.5;    29.6;    38.0;90
18588;GM0184;2019JJ00;10520;10256;829;1579;    78.2;    21.3;     0.6;    10.2;     6.2;    26.6;    27.3;    33.4;    33.4;    31.1;    39.9;50
18614;GM0344;2017JJ00;167587;175451;115961;3644;    44.7;    53.4;     1.9;   280.3;   151.6;    25.3;    23.7;    37.3;    35.1;    32.9;    37.1;5490
18615;GM0344;2018JJ00;169974;177509;120140;3703;    44.6;    53.8;     1.7;   289.9;   154.6;    25.7;    24.4;    37.5;    36.0;    33.3;    39.0;4760
18616;GM0344;2019JJ00;172857;180009;124338;3761;    46.0;    53.6;     0.3;   295.9;   158.1;    27.0;    26.0;    40.0;    38.7;    34.8;    43.9;4390
18642;GM1581;2017JJ00;23970;25065;7409;371;    62.2;    35.7;     2.1;    19.9;    20.8;    27.0;    26.3;    41.8;    41.4;    36.5;    47.4;700
18643;GM1581;2018JJ00;24045;25269;7575;374;    62.3;    35.4;     2.2;    20.1;    20.9;    27.5;    26.1;    40.8;    42.5;    37.2;    48.1;580
18644;GM1581;2019JJ00;24206;25309;7689;375;    64.1;    35.3;     0.6;    20.7;    21.0;    28.6;    28.0;    45.7;    45.7;    38.7;    59.4;520
18670;GM0981;2017JJ00;4875;4835;4829;406;    43.7;    55.8;     0.4;     1.8;     4.7;    21.7;    20.6;    29.7;    30.6;    29.8;    36.7;140
18671;GM0981;2018JJ00;4993;4881;5003;413;    45.1;    54.6;     0.4;     1.9;     4.7;    22.3;    22.1;    29.6;    31.1;    30.1;    37.4;120
18672;GM0981;2019JJ00;5203;4889;5224;422;    44.3;    53.6;     2.2;     1.9;     4.8;    23.8;    22.4;    31.7;    33.2;    31.7;    42.2;110
18698;GM0283;2017JJ00;;;;;;;;;;;;;;;;
18699;GM0283;2018JJ00;;;;;;;;;;;;;;;;
18700;GM0283;2019JJ00;;;;;;;;;;;;;;;;
18726;GM0619;2017JJ00;;;;;;;;;;;;;;;;
18727;GM0619;2018JJ00;;;;;;;;;;;;;;;;
18728;GM0619;2019JJ00;;;;;;;;;;;;;;;;
18754;GM0994;2017JJ00;8104;8336;2373;448;    58.4;    39.5;     2.2;     5.5;     7.8;    23.3;    24.6;    32.7;    34.9;    32.7;    38.9;260
18755;GM0994;2018JJ00;8136;8295;2403;447;    60.0;    37.7;     2.3;     5.5;     7.7;    24.3;    24.3;    32.9;    35.4;    33.0;    39.5;220
18756;GM0994;2019JJ00;8116;8354;2456;448;    60.6;    38.9;     0.4;     5.8;     7.8;    25.3;    26.4;    34.2;    38.5;    34.0;    48.5;200
18782;GM0720;2017JJ00;;;;;;;;;;;;;;;;
18783;GM0720;2018JJ00;;;;;;;;;;;;;;;;
18784;GM0720;2019JJ00;;;;;;;;;;;;;;;;
18810;GM0858;2017JJ00;15092;15424;4128;556;    59.6;    39.5;     0.9;    10.7;    13.9;    24.3;    23.8;    32.1;    35.0;    31.9;    41.6;570
18811;GM0858;2018JJ00;15165;15489;4225;558;    59.7;    39.5;     0.8;    11.0;    14.1;    25.2;    25.2;    32.1;    34.9;    32.2;    43.6;410
18812;GM0858;2019JJ00;15294;15616;4347;563;    59.9;    40.0;     0.0;    10.8;    14.3;    26.3;    25.6;    33.9;    39.1;    33.6;    50.5;430
18838;GM0047;2017JJ00;13627;13900;3396;362;    64.1;    35.0;     0.9;    10.8;    12.3;    21.8;    21.3;    29.1;    28.6;    28.9;    37.0;600
18839;GM0047;2018JJ00;13667;13841;3509;362;    65.1;    33.9;     0.9;    11.2;    12.4;    22.3;    21.8;    28.9;    28.7;    28.9;    38.6;480
18840;GM0047;2019JJ00;13685;13806;3544;362;    65.3;    34.5;     0.2;    11.3;    12.5;    23.0;    22.8;    30.6;    30.6;    30.2;    39.7;450
18866;GM0345;2017JJ00;31708;32569;11326;3299;    58.2;    41.6;     0.2;    29.6;    26.6;    23.4;    23.5;    32.7;    31.8;    30.6;    41.0;920
18867;GM0345;2018JJ00;32040;32878;11707;3336;    58.1;    41.8;     0.1;    30.9;    27.0;    23.8;    23.1;    32.9;    32.2;    30.8;    42.4;740
18868;GM0345;2019JJ00;32351;33238;12018;3370;    58.9;    41.1;     0.1;    32.0;    27.3;    25.0;    24.2;    36.2;    35.3;    32.2;    53.7;690
18894;GM0717;2017JJ00;11018;10882;1884;165;    75.9;    22.1;     2.1;     6.5;     9.3;    27.0;    26.6;    34.9;    34.6;    32.5;    44.0;260
18895;GM0717;2018JJ00;10950;10917;1896;165;    77.0;    20.9;     2.1;     6.9;     9.3;    30.3;    27.2;    34.3;    35.5;    32.8;    47.2;220
18896;GM0717;2019JJ00;10893;10942;1892;165;    78.8;    20.1;     1.1;     6.9;     9.4;    29.0;    29.0;    37.9;    38.0;    33.8;    53.2;170
18922;GM0860;2017JJ00;;;;;;;;;;;;;;;;
18923;GM0860;2018JJ00;;;;;;;;;;;;;;;;
18924;GM0860;2019JJ00;;;;;;;;;;;;;;;;
18950;GM0861;2017JJ00;22285;22439;7105;1411;    67.2;    32.5;     0.3;    27.7;    19.4;    26.4;    25.2;    34.7;    36.5;    34.7;    42.2;750
18951;GM0861;2018JJ00;22429;22496;7411;1418;    67.3;    32.4;     0.3;    30.2;    19.4;    28.2;    27.2;    35.1;    36.9;    35.1;    52.9;670
18952;GM0861;2019JJ00;22652;22685;7865;1431;    68.1;    31.9;     0.1;    32.9;    19.8;    28.9;    27.2;    36.8;    40.1;    36.5;    53.9;580
18978;GM0453;2017JJ00;33541;34078;12073;1509;    53.9;    45.2;     0.9;    31.2;    30.1;    24.2;    24.7;    34.1;    34.9;    32.8;    38.7;1020
18979;GM0453;2018JJ00;33669;34162;12453;1501;    56.0;    43.7;     0.3;    32.0;    30.2;    24.6;    25.4;    33.3;    35.3;    32.9;    40.5;860
18980;GM0453;2019JJ00;33912;34436;13003;1512;    56.5;    43.1;     0.3;    31.9;    30.6;    25.7;    26.7;    35.2;    37.6;    34.3;    44.1;770
19006;GM0454;2017JJ00;;;;;;;;;;;;;;;;
19007;GM0454;2018JJ00;;;;;;;;;;;;;;;;
